company,year,award_category,industry_category,industry,country,state_province,certification_status,b_corp_profile
Seed Consulting Services Pty Ltd,2016,Environment,Business Products & Services,Sustainability Consulting,Australia,South Australia,Certified,https://bcorporation.net/directory/seed-consulting-services-pty-ltd
Good.Must.Grow. LLC,2016,Community,Business Products & Services,Marketing & Communications Services,United States,Tennessee,Certified,https://bcorporation.net/directory/goodmustgrow-llc
KOGA S.A.,2016,Customers,Business Products & Services,Management and Financial Consulting,Paraguay,Asuncion,Certified,https://bcorporation.net/directory/koga-sa
Yulu Public Relations Inc.,2016,Workers,Business Products & Services,Marketing & Communications Services,Canada,British Columbia,Certified,https://bcorporation.net/directory/yulu-public-relations-inc
"WasteZero, Inc.",2016,Environment,Business Products & Services,Industrial Manufacturing,United States,North Carolina,Certified,https://bcorporation.net/directory/wastezero-inc
Almaciguera Consultora,2016,Customers,Business Products & Services,Sustainability Consulting,Chile,Puerto Varas,Certified,https://bcorporation.net/directory/almaciguera-consultora
Natura Cosm�ticos SA,2016,Environment,Consumer Products & Services,Home & Personal Care,Brazil,S�o Paulo,Certified,https://bcorporation.net/directory/natura-cosmeticos-sa
Thanksgiving Coffee Co.,2016,Community,Consumer Products & Services,Food & Beverage,United States,California,Certified,https://bcorporation.net/directory/thanksgiving-coffee-co
Beyond English,2016,Overall; Community,Education & Training Services,Education & Training Services,Chile,Region Metropolitana,Certified,https://bcorporation.net/directory/beyond-english
Reciclarg S.A.,2016,Environment,Energy & Environmental Services,Recycling Services & Waste Management,Argentina,Mendoza,Certified,https://bcorporation.net/directory/reciclarg-sa
This is L. Inc.,2016,Community,Health & Human Services,Other,United States,California,Certified,https://bcorporation.net/directory/l-inc
Firespring,2016,Community,Business Products & Services,IT Software & Services/Web Design,United States,Nebraska,Certified,https://bcorporation.net/directory/firespring
Grupo Educativo,2016,Overall; Customers,Education & Training Services,Education & Training Services,Chile,Region Metropolitana,Certified,https://bcorporation.net/directory/grupo-educativo
Caprock,2016,Workers,Financial Services,Investment Advisor,United States,Idaho,Certified,https://bcorporation.net/directory/the-caprock-group
Myplanet,2016,Workers,Business Products & Services,Research & Design,Canada,Ontario,Certified,https://bcorporation.net/directory/myplanet
Enrollment Resources Inc.,2016,Workers,Education & Training Services,Education & Training Services,Canada,British Columbia,Certified,https://bcorporation.net/directory/enrollment-resources-inc
Meliora Cleaning Products,2016,Community,Consumer Products & Services,Home & Personal Care,United States,Illinois,Certified,https://bcorporation.net/directory/meliora-cleaning-products
Gexsi,2016,Overall; Community,Financial Services,Other,Germany,Berlin,Certified,https://bcorporation.net/directory/gexsi
Global Gaming Initiative,2016,Community,Media,Other,United States,Minnesota,Certified,https://bcorporation.net/directory/global-gaming-initiative
UncommonGoods,2016,Community,Retail,Online Marketplace,United States,New York,Certified,https://bcorporation.net/directory/uncommongoods
Baluarte Cultura,2016,Customers,Business Products & Services,Other,Brazil,RJ,Certified,https://bcorporation.net/directory/baluarte-cultura
Unreasonable Group,2016,Customers,Education & Training Services,Education & Training Services,United States,Colorado,Certified,https://bcorporation.net/directory/unreasonable-group
Core Capital Management,2016,Overall; Customers,Financial Services,Investment Advisor,United States,California,Certified,https://bcorporation.net/directory/core-capital-management
LUMNI CHILE,2016,Customers,Financial Services,Other,Chile,Santiago,Certified,https://bcorporation.net/directory/lumni-chile
Zevin Asset Management,2016,Customers,Financial Services,Investment Advisor,United States,Massachusetts,Certified,https://bcorporation.net/directory/zevin-asset-management
"Dev Equity, LLC",2016,Customers,Financial Services,Equity Investor - Emerging Markets,United States,Arizona,Certified,https://bcorporation.net/directory/dev-equity-llc
Earth Equity Advisors,2016,Customers,Financial Services,Investment Advisor,United States,North Carolina,Certified,https://bcorporation.net/directory/earth-equity-advisors
Community Sector Banking,2016,Community,Financial Services,Credit Provider,Australia,Victoria,Certified,https://bcorporation.net/directory/community-sector-banking
Dolium Bodega Subterranea,2016,Environment,Agriculture,Agricultural Services,Argentina,Mendoza,Certified,https://bcorporation.net/directory/dolium-bodega-subterranea
Vi�a Polkura SA,2016,Environment,Agriculture,Agricultural Services,Chile,Cardenal Caro,Certified,https://bcorporation.net/directory/vi�a-polkura-sa
D-Orbit,2016,Environment,Business Products & Services,Machinery & Equipment,Italy,Como,Certified,https://bcorporation.net/directory/d-orbit
SVT Group,2016,Customers,Business Products & Services,Management and Financial Consulting,United States,California,Certified,https://bcorporation.net/directory/svt-group
Cage Free Productions,2016,Overall,Media,Film & Music Production,United States,California,Certified,https://bcorporation.net/directory/cage-free-productions
Future State,2016,Workers,Business Products & Services,Management and Financial Consulting,United States,California,Certified,https://bcorporation.net/directory/future-state
Gardener's Supply Company,2016,Workers,Retail,Online Marketplace,United States,Vermont,Certified,https://bcorporation.net/directory/gardeners-supply-company
C and L LLC dba Conscious Coffees,2016,Community,Agriculture,Agricultural Services,United States,Colorado,Certified,https://bcorporation.net/directory/c-and-l-llc-dba-conscious-coffees
Ecosia GmbH,2016,Community,Business Products & Services,IT Software & Services/Web Design,Germany,Berlin,Certified,https://bcorporation.net/directory/ecosia-gmbh
Simply Straws,2016,Environment,Business Products & Services,Other,United States,California,Certified,https://bcorporation.net/directory/simply-straws
TARGET-DDI,2016,Community,Business Products & Services,HR Consulting & Recruiting,Chile,Region Metropolitana,Certified,https://bcorporation.net/directory/target-ddi
S360 Sustainability Services,2016,Community,Business Products & Services,Management and Financial Consulting,Turkey,Istanbul,Certified,https://bcorporation.net/directory/s360-sustainability-services
Our Community Pty Ltd,2016,Community,Business Products & Services,IT Software & Services/Web Design,Australia,Victoria,Certified,https://bcorporation.net/directory/our-community-pty-ltd
Fluid IT,2016,Overall; Community,Business Products & Services,IT Software & Services/Web Design,United Kingdom,London,Certified,https://bcorporation.net/directory/fluid-it
Larry's Coffee,2016,Community,Consumer Products & Services,Food & Beverage,United States,North Carolina,Certified,https://bcorporation.net/directory/larrys-coffee
Saul Good Gift Co,2016,Overall; Community; Environment,Consumer Products & Services,Food & Beverage,Canada,British Columbia,Certified,https://bcorporation.net/directory/saul-good-gift-co
Sustainable Harvest,2016,Community,Consumer Products & Services,Food & Beverage,United States,Oregon,Certified,https://bcorporation.net/directory/sustainable-harvest
Oliberte Limited,2016,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",Canada,Ontario,Certified,https://bcorporation.net/directory/oliberte-limited
The Tea Spot PBC,2016,Community,Consumer Products & Services,Food & Beverage,United States,Colorado,Certified,https://bcorporation.net/directory/the-tea-spot-pbc
Raven + Lily,2016,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",United States,Texas,Certified,https://bcorporation.net/directory/raven-lily
ME to WE,2016,Overall; Community,Consumer Products & Services,Jewelry,Canada,ON,Certified,https://bcorporation.net/directory/me-to-we
100km Foods Inc.,2016,Community,Consumer Products & Services,Food & Beverage,Canada,Ontario,Certified,https://bcorporation.net/directory/100km-foods-inc
Cielo Hammocks,2016,Community,Consumer Products & Services,"Housewares, Home Furnishings, & Accessories",Mexico,Yucatan,Certified,https://bcorporation.net/directory/cielo-hammocks
Soapbox,2016,Community,Consumer Products & Services,Home & Personal Care,United States,District of Columbia,Certified,https://bcorporation.net/directory/soapbox-soaps
Alcag�ete,2016,Community,Consumer Products & Services,Food & Beverage,Colombia,Bogota,Certified,https://bcorporation.net/directory/alcag�ete
The One Brand,2016,Community,Consumer Products & Services,Food & Beverage,United Kingdom,Surrey,Certified,https://bcorporation.net/directory/the-one-brand
Bettr Barista,2016,Community,Education & Training Services,Education & Training Services,Singapore,Singapore,Certified,https://bcorporation.net/directory/bettr-barista
Genashtim Innovative Learning Pte Ltd,2016,Community,Education & Training Services,Education & Training Services,Singapore,Singapore,Certified,https://bcorporation.net/directory/genashtim-innovative-learning-pte-ltd
Better Way Designs,2016,Community,Retail,Other,United States,Michigan,Certified,https://bcorporation.net/directory/better-way-designs
Stay True Clothing,2016,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",Argentina,Buenos Aires,Certified,https://bcorporation.net/directory/stay-true-clothing
Gulliver,2016,Customers,Business Products & Services,Management and Financial Consulting,Chile,Region Metropolitana,Certified,https://bcorporation.net/directory/gulliver
"MaineWorks, LLC",2016,Customers,Business Products & Services,HR Consulting & Recruiting,United States,Maine,Certified,https://bcorporation.net/directory/maineworks-llc
InspiraFarms,2016,Customers,Business Products & Services,Machinery & Equipment,United Kingdom,London,Certified,https://bcorporation.net/directory/inspirafarms
"aWhere, Inc.",2016,Customers,Business Products & Services,IT Software & Services/Web Design,United States,Colorado,Certified,https://bcorporation.net/directory/awhere-inc
Out Leadership,2016,Customers,Business Products & Services,Other,United States,New York,Certified,https://bcorporation.net/directory/out-leadership
Zoona,2016,Customers,Business Products & Services,Merchant Services,South Africa,Western Cape,Certified,https://bcorporation.net/directory/zoona
Move Avalia��o e Estrat�gia em Desenvolvimento Social,2016,Overall,Business Products & Services,Sustainability Consulting,Brazil,Sao Paulo,Certified,https://bcorporation.net/directory/move-avaliacao-e-estrategia-em-desenvolvimento-social
Benefacto,2016,Customers,Business Products & Services,Employee Benefits,United Kingdom,London,Certified,https://bcorporation.net/directory/benefacto
Odyssey Labs LTD,2016,Customers,Business Products & Services,Machinery & Equipment,United Kingdom,London,Certified,https://bcorporation.net/directory/odyssey-labs-ltd
Revolution Foods,2016,Customers,Consumer Products & Services,Food & Beverage,United States,California,Certified,https://bcorporation.net/directory/revolution-foods
Hirepurpose,2016,Customers,Consumer Products & Services,Other,United States,New York,Certified,https://bcorporation.net/directory/hirepurpose
"AltSchool, PBC",2016,Customers; Workers,Education & Training Services,Education & Training Services,United States,California,Certified,https://bcorporation.net/directory/altschool-pbc
Ingeus UK Ltd,2016,Overall; Customers,Education & Training Services,Other,United Kingdom,London,Certified,https://bcorporation.net/directory/ingeus-uk-ltd
